,Taxon_rank,Order,Family,Family_English_name,Scientific_name,English_name_AviList
27088,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus rufopalliatus graysoni,
27089,species,Passeriformes,Turdidae,Thrushes and Allies,Turdus leucomelas,Pale-breasted Thrush
27090,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus leucomelas albiventer,
27091,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus leucomelas cautor,
27092,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus leucomelas upichiarum,
27093,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus leucomelas leucomelas,
27094,species,Passeriformes,Turdidae,Thrushes and Allies,Turdus hauxwelli,Hauxwell's Thrush
27095,species,Passeriformes,Turdidae,Thrushes and Allies,Turdus fumigatus,Cocoa Thrush
27096,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus fumigatus aquilonalis,
27097,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus fumigatus orinocensis,
27098,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus fumigatus fumigatus,
27099,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus fumigatus bondi,
27100,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus fumigatus personus,
27101,species,Passeriformes,Turdidae,Thrushes and Allies,Turdus rufiventris,Rufous-bellied Thrush
27102,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus rufiventris juensis,
27103,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus rufiventris rufiventris,
27104,species,Passeriformes,Turdidae,Thrushes and Allies,Turdus nudigenis,Spectacled Thrush
27105,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus nudigenis nudigenis,
27106,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus nudigenis extimus,
27107,species,Passeriformes,Turdidae,Thrushes and Allies,Turdus haplochrous,Unicolored Thrush
27108,species,Passeriformes,Turdidae,Thrushes and Allies,Turdus sanchezorum,Varzea Thrush
27109,species,Passeriformes,Turdidae,Thrushes and Allies,Turdus maculirostris,Ecuadorian Thrush
27110,species,Passeriformes,Turdidae,Thrushes and Allies,Turdus grayi,Clay-colored Thrush
27111,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus grayi tamaulipensis,
27112,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus grayi microrhynchus,
27113,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus grayi lanyoni,
27114,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus grayi yucatanensis,
27115,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus grayi linnaei,
27116,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus grayi grayi,
27117,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus grayi megas,
27118,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus grayi casius,
27119,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus grayi incomptus,
27120,subspecies,Passeriformes,Turdidae,Thrushes and Allies,Turdus grayi suarezi,
27121,family,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapidae,
27122,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Alethe,
27123,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Alethe diademata,White-tailed Alethe
27124,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Alethe castanea,Fire-crested Alethe
27125,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Alethe castanea castanea,
27126,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Alethe castanea woosnami,
27127,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon,
27128,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon coryphoeus,Karoo Scrub Robin
27129,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon coryphoeus abboti,
27130,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon coryphoeus coryphoeus,
27131,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon coryphoeus cinerea,
27132,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon leucosticta,Forest Scrub Robin
27133,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon leucosticta colstoni,
27134,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon leucosticta leucosticta,
27135,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon leucosticta collsi,
27136,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon leucosticta reichenowi,
27137,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon signata,Brown Scrub Robin
27138,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon signata tongensis,
27139,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon signata signata,
27140,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon quadrivirgata,Bearded Scrub Robin
27141,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon quadrivirgata quadrivirgata,
27142,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon quadrivirgata greenwayi,
27143,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Tychaedon barbata,Miombo Scrub Robin
27144,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas,
27145,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas podobe,Black Scrub Robin
27146,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas podobe podobe,
27147,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas podobe melanoptera,
27148,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas galactotes,Rufous-tailed Scrub Robin
27149,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas galactotes galactotes,
27150,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas galactotes syriaca,
27151,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas galactotes familiaris,
27152,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas galactotes minor,
27153,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas galactotes hamertoni,
27154,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas paena,Kalahari Scrub Robin
27155,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas paena benguellensis,
27156,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas paena paena,
27157,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas paena oriens,
27158,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas hartlaubi,Brown-backed Scrub Robin
27159,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas leucophrys,White-browed Scrub Robin
27160,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas leucophrys leucoptera,
27161,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas leucophrys eluta,
27162,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas leucophrys vulpina,
27163,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas leucophrys brunneiceps,
27164,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas leucophrys sclateri,
27165,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas leucophrys zambesiana,
27166,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas leucophrys munda,
27167,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas leucophrys ovamboensis,
27168,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Cercotrichas leucophrys leucophrys,
27169,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus,
27170,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus fulicatus,Indian Robin
27171,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus fulicatus cambaiensis,
27172,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus fulicatus erythrurus,
27173,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus fulicatus intermedius,
27174,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus fulicatus fulicatus,
27175,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus fulicatus leucopterus,
27176,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus saularis,Oriental Magpie-Robin
27177,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus saularis saularis,
27178,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus saularis ceylonensis,
27179,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus saularis andamanensis,
27180,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus saularis musicus,
27181,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus saularis amoenus,
27182,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus saularis adamsi,
27183,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus saularis pluto,
27184,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus pyrropygus,Rufous-tailed Shama
27185,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus albospecularis,Madagascar Magpie-Robin
27186,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus albospecularis pica,
27187,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus albospecularis albospecularis,
27188,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus albospecularis inexspectatus,
27189,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus sechellarum,Seychelles Magpie-Robin
27190,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus mindanensis,Philippine Magpie-Robin
27191,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus malabaricus,White-rumped Shama
27192,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus malabaricus malabaricus,
27193,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus malabaricus macrourus,
27194,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus malabaricus ngae,
27195,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus malabaricus tricolor,
27196,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus malabaricus hypolizus,
27197,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus malabaricus opisthochrus,
27198,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus malabaricus melanurus,
27199,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus malabaricus mirabilis,
27200,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus malabaricus suavis,
27201,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus leggei,Sri Lanka Shama
27202,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus stricklandii,White-crowned Shama
27203,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus barbouri,Maratua Shama
27204,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus nigricauda,Kangean Shama
27205,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus albiventris,Andaman Shama
27206,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus omissus,Larwo Shama
27207,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus omissus javanus,
27208,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus omissus omissus,
27209,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus luzoniensis,White-browed Shama
27210,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus luzoniensis luzoniensis,
27211,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus luzoniensis parvimaculatus,
27212,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus luzoniensis shemleyi,
27213,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus superciliaris,Visayan Shama
27214,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus niger,White-vented Shama
27215,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Copsychus cebuensis,Black Shama
27216,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola,
27217,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola infuscatus,Chat Flycatcher
27218,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola infuscatus benguellensis,
27219,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola infuscatus namaquensis,
27220,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola infuscatus placidus,
27221,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola infuscatus seimundi,
27222,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola infuscatus infuscatus,
27223,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola pallidus,Pale Flycatcher
27224,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola pallidus pallidus,
27225,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola pallidus parvus,
27226,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola pallidus bowdleri,
27227,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola pallidus bafirawari,
27228,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola pallidus duyerali,
27229,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola pallidus subalaris,
27230,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola pallidus erlangeri,
27231,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola pallidus modestus,
27232,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola pallidus murinus,
27233,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola pallidus griseus,
27234,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola pallidus divisus,
27235,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Agricola pallidus sibilans,
27236,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria,
27237,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria cinerascens,White-browed Forest Flycatcher
27238,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria cinerascens cinerascens,
27239,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria cinerascens ruthae,
27240,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria ocreata,Fraser's Forest Flycatcher
27241,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria ocreata kelsalli,
27242,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria ocreata prosphora,
27243,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria ocreata ocreata,
27244,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria griseigularis,Grey-throated Tit-Flycatcher
27245,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria griseigularis parelii,
27246,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria griseigularis griseigularis,
27247,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria plumbea,Grey Tit-Flycatcher
27248,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria plumbea plumbea,
27249,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria plumbea orientalis,
27250,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria plumbea catoleuca,
27251,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria olivascens,Olivaceous Flycatcher
27252,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria olivascens olivascens,
27253,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria olivascens nimbae,
27254,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria lendu,Chapin's Flycatcher
27255,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria lendu lendu,
27256,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria lendu itombwensis,
27257,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria tessmanni,Tessmann's Flycatcher
27258,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria caerulescens,Ashy Flycatcher
27259,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria caerulescens nigrorum,
27260,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria caerulescens brevicauda,
27261,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria caerulescens cinereola,
27262,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria caerulescens impavida,
27263,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria caerulescens vulturna,
27264,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Fraseria caerulescens caerulescens,
27265,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Namibornis,
27266,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Namibornis herero,Herero Chat
27267,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Empidornis,
27268,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Empidornis semipartitus,Silverbird
27269,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Sigelus,
27270,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Sigelus silens,Fiscal Flycatcher
27271,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Sigelus silens lawsoni,
27272,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Sigelus silens silens,
27273,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis,
27274,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis ardesiacus,Yellow-eyed Black Flycatcher
27275,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis annamarulae,Nimba Flycatcher
27276,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis edolioides,Northern Black Flycatcher
27277,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis edolioides edolioides,
27278,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis edolioides lugubris,
27279,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis edolioides schistaceus,
27280,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis pammelaina,Southern Black Flycatcher
27281,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis pammelaina pammelaina,
27282,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis pammelaina diabolicus,
27283,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis fischeri,White-eyed Slaty Flycatcher
27284,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis fischeri toruensis,
27285,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis fischeri semicinctus,
27286,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis fischeri nyikensis,
27287,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis fischeri fischeri,
27288,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis brunneus,Angola Slaty Flycatcher
27289,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis brunneus brunneus,
27290,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis brunneus bailunduensis,
27291,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis chocolatinus,Abyssinian Slaty Flycatcher
27292,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis chocolatinus chocolatinus,
27293,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Melaenornis chocolatinus reichenowi,
27294,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Myopornis,
27295,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Myopornis boehmi,Böhm's Flycatcher
27296,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Artomyias,
27297,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Artomyias ussheri,Ussher's Flycatcher
27298,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Artomyias fuliginosa,Sooty Flycatcher
27299,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Artomyias fuliginosa fuliginosa,
27300,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Artomyias fuliginosa minuscula,
27301,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Bradornis,
27302,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Bradornis comitatus,Dusky-blue Flycatcher
27303,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Bradornis comitatus aximensis,
27304,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Bradornis comitatus camerunensis,
27305,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Bradornis comitatus comitatus,
27306,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Bradornis mariquensis,Marico Flycatcher
27307,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Bradornis mariquensis acaciae,
27308,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Bradornis mariquensis mariquensis,
27309,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Bradornis mariquensis territinctus,
27310,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Bradornis microrhynchus,African Grey Flycatcher
27311,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Bradornis microrhynchus microrhynchus,
27312,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Bradornis microrhynchus neumanni,
27313,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Bradornis microrhynchus burae,
27314,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Bradornis microrhynchus taruensis,
27315,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Bradornis microrhynchus pumilus,
27316,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Humblotia,
27317,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Humblotia flavirostris,Humblot's Flycatcher
27318,genus,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa,
27319,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa griseisticta,Grey-streaked Flycatcher
27320,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa ferruginea,Ferruginous Flycatcher
27321,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa sibirica,Dark-sided Flycatcher
27322,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa sibirica sibirica,
27323,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa sibirica gulmergi,
27324,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa sibirica cacabata,
27325,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa sibirica rothschildi,
27326,species,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa dauurica,Asian Brown Flycatcher
27327,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa dauurica dauurica,
27328,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa dauurica poonensis,
27329,subspecies,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers, and Allies",Muscicapa dauurica siamensis,
